x,y,u
0.15384615,0.97435897,0.00586238
0.15384615,1.00000000,0.00000000
0.17948718,0.00000000,0.00000000
0.17948718,0.02564103,0.00565586
0.17948718,0.05128205,0.01120538
0.17948718,0.07692308,0.01655958
0.17948718,0.10256410,0.02165468
0.17948718,0.12820513,0.02645089
0.17948718,0.15384615,0.03092681
0.17948718,0.17948718,0.03507337
0.17948718,0.20512821,0.03888870
0.17948718,0.23076923,0.04237461
0.17948718,0.25641026,0.04553438
0.17948718,0.28205128,0.04837146
0.17948718,0.30769231,0.05088888
0.17948718,0.33333333,0.05308898
0.17948718,0.35897436,0.05497340
0.17948718,0.38461538,0.05654317
0.17948718,0.41025641,0.05779885
0.17948718,0.43589744,0.05874068
0.17948718,0.46153846,0.05936873
0.17948718,0.48717949,0.05968295
0.17948718,0.51282051,0.05968331
0.17948718,0.53846154,0.05936981
0.17948718,0.56410256,0.05874247
0.17948718,0.58974359,0.05780130
0.17948718,0.61538462,0.05654624
0.17948718,0.64102564,0.05497703
0.17948718,0.66666667,0.05309310
0.17948718,0.69230769,0.05089339
0.17948718,0.71794872,0.04837627
0.17948718,0.74358974,0.04553939
0.17948718,0.76923077,0.04237970
0.17948718,0.79487179,0.03889375
0.17948718,0.82051282,0.03507826
0.17948718,0.84615385,0.03093140
0.17948718,0.87179487,0.02645504
0.17948718,0.89743590,0.02165827
0.17948718,0.92307692,0.01656246
0.17948718,0.94871795,0.01120743
0.17948718,0.97435897,0.00565695
0.17948718,1.00000000,0.00000000
0.20512821,0.00000000,0.00000000
0.20512821,0.02564103,0.00552862
0.20512821,0.05128205,0.01097518
0.20512821,0.07692308,0.01626704
0.20512821,0.10256410,0.02134650
0.20512821,0.12820513,0.02617163
0.20512821,0.15384615,0.03071411
0.20512821,0.17948718,0.03495602
0.20512821,0.20512821,0.03888650
0.20512821,0.23076923,0.04249927
0.20512821,0.25641026,0.04579065
0.20512821,0.28205128,0.04875840
0.20512821,0.30769231,0.05140094
0.20512821,0.33333333,0.05371695
0.20512821,0.35897436,0.05570519
0.20512821,0.38461538,0.05736446
0.20512821,0.41025641,0.05869361
0.20512821,0.43589744,0.05969160
0.20512821,0.46153846,0.06035757
0.20512821,0.48717949,0.06069091
0.20512821,0.51282051,0.06069130
0.20512821,0.53846154,0.06035873
0.20512821,0.56410256,0.05969351
0.20512821,0.58974359,0.05869623
0.20512821,0.61538462,0.05736774
0.20512821,0.64102564,0.05570906
0.20512821,0.66666667,0.05372133
0.20512821,0.69230769,0.05140574
0.20512821,0.71794872,0.04876353
0.20512821,0.74358974,0.04579599
0.20512821,0.76923077,0.04250469
0.20512821,0.79487179,0.03889189
0.20512821,0.82051282,0.03496122
0.20512821,0.84615385,0.03071900
0.20512821,0.87179487,0.02617605
0.20512821,0.89743590,0.02135033
0.20512821,0.92307692,0.01627012
0.20512821,0.94871795,0.01097737
0.20512821,0.97435897,0.00552978
0.20512821,1.00000000,0.00000000
0.23076923,0.00000000,0.00000000
0.23076923,0.02564103,0.00545185
0.23076923,0.05128205,0.01083666
0.23076923,0.07692308,0.01609286
0.23076923,0.10256410,0.02116818
0.23076923,0.12820513,0.02602090
0.23076923,0.15384615,0.03061928
0.23076923,0.17948718,0.03493992
0.23076923,0.20512821,0.03896580
0.23076923,0.23076923,0.04268454
0.23076923,0.25641026,0.04608694
0.23076923,0.28205128,0.04916592
0.23076923,0.30769231,0.05191585
0.23076923,0.33333333,0.05433207
0.23076923,0.35897436,0.05641062
0.23076923,0.38461538,0.05814812
0.23076923,0.41025641,0.05954174
0.23076923,0.43589744,0.06058914
0.23076923,0.46153846,0.06128856
0.23076923,0.48717949,0.06163878
0.23076923,0.51282051,0.06163919
0.23076923,0.53846154,0.06128978
0.23076923,0.56410256,0.06059116
0.23076923,0.58974359,0.05954451
0.23076923,0.61538462,0.05815159
0.23076923,0.64102564,0.05641471
0.23076923,0.66666667,0.05433670
0.23076923,0.69230769,0.05192093
0.23076923,0.71794872,0.04917134
0.23076923,0.74358974,0.04609257
0.23076923,0.76923077,0.04269027
0.23076923,0.79487179,0.03897149
0.23076923,0.82051282,0.03494542
0.23076923,0.84615385,0.03062445
0.23076923,0.87179487,0.02602558
0.23076923,0.89743590,0.02117222
0.23076923,0.92307692,0.01609611
0.23076923,0.94871795,0.01083897
0.23076923,0.97435897,0.00545308
0.23076923,1.00000000,0.00000000
0.25641026,0.00000000,0.00000000
0.25641026,0.02564103,0.00540726
0.25641026,0.05128205,0.01075715
0.25641026,0.07692308,0.01599572
0.25641026,0.10256410,0.02107502
0.25641026,0.12820513,0.02595438
0.25641026,0.15384615,0.03060046
0.25641026,0.17948718,0.03498656
0.25641026,0.20512821,0.03909144
0.25641026,0.23076923,0.04289826
0.25641026,0.25641026,0.04639350
0.25641026,0.28205128,0.04956616
0.25641026,0.30769231,0.05240713
0.25641026,0.33333333,0.05490881
0.25641026,0.35897436,0.05706478
0.25641026,0.38461538,0.05886965
0.25641026,0.41025641,0.06031897
0.25641026,0.43589744,0.06140919
0.25641026,0.46153846,0.06213763
0.25641026,0.48717949,0.06250252
0.25641026,0.51282051,0.06250295
0.25641026,0.53846154,0.06213892
0.25641026,0.56410256,0.06141130
0.25641026,0.58974359,0.06032187
0.25641026,0.61538462,0.05887328
0.25641026,0.64102564,0.05706907
0.25641026,0.66666667,0.05491367
0.25641026,0.69230769,0.05241246
0.25641026,0.71794872,0.04957183
0.25641026,0.74358974,0.04639941
0.25641026,0.76923077,0.04290427
0.25641026,0.79487179,0.03909740
0.25641026,0.82051282,0.03499232
0.25641026,0.84615385,0.03060588
0.25641026,0.87179487,0.02595928
0.25641026,0.89743590,0.02107925
0.25641026,0.92307692,0.01599913
0.25641026,0.94871795,0.01075958
0.25641026,0.97435897,0.00540854
0.25641026,1.00000000,0.00000000
0.28205128,0.00000000,0.00000000
0.28205128,0.02564103,0.00538210
0.28205128,0.05128205,0.01071329
0.28205128,0.07692308,0.01594489
0.28205128,0.10256410,0.02103229
0.28205128,0.12820513,0.02593605
0.28205128,0.15384615,0.03062220
0.28205128,0.17948718,0.03506202
0.28205128,0.20512821,0.03923144
0.28205128,0.23076923,0.04311039
0.28205128,0.25641026,0.04668203
0.28205128,0.28205128,0.04993222
0.28205128,0.30769231,0.05284900
0.28205128,0.33333333,0.05542223
0.28205128,0.35897436,0.05764331
0.28205128,0.38461538,0.05950506
0.28205128,0.41025641,0.06100158
0.28205128,0.43589744,0.06212817
0.28205128,0.46153846,0.06288132
0.28205128,0.48717949,0.06325871
0.28205128,0.51282051,0.06325916
0.28205128,0.53846154,0.06288266
0.28205128,0.56410256,0.06213036
0.28205128,0.58974359,0.06100459
0.28205128,0.61538462,0.05950884
0.28205128,0.64102564,0.05764776
0.28205128,0.66666667,0.05542727
0.28205128,0.69230769,0.05285454
0.28205128,0.71794872,0.04993813
0.28205128,0.74358974,0.04668817
0.28205128,0.76923077,0.04311663
0.28205128,0.79487179,0.03923764
0.28205128,0.82051282,0.03506801
0.28205128,0.84615385,0.03062783
0.28205128,0.87179487,0.02594115
0.28205128,0.89743590,0.02103669
0.28205128,0.92307692,0.01594843
0.28205128,0.94871795,0.01071581
0.28205128,0.97435897,0.00538343
0.28205128,1.00000000,0.00000000
0.30769231,0.00000000,0.00000000
0.30769231,0.02564103,0.00536709
0.30769231,0.05128205,0.01068771
0.30769231,0.07692308,0.01591691
0.30769231,0.10256410,0.02101262
0.30769231,0.12820513,0.02593653
0.30769231,0.15384615,0.03065455
0.30769231,0.17948718,0.03513675
0.30769231,0.20512821,0.03935718
0.30769231,0.23076923,0.04329341
0.30769231,0.25641026,0.04692613
0.30769231,0.28205128,0.05023872
0.30769231,0.30769231,0.05321688
0.30769231,0.33333333,0.05584838
0.30769231,0.35897436,0.05812277
0.30769231,0.38461538,0.06003129
0.30769231,0.41025641,0.06156674
0.30769231,0.43589744,0.06272342
0.30769231,0.46153846,0.06349705
0.30769231,0.48717949,0.06388480
0.30769231,0.51282051,0.06388527
0.30769231,0.53846154,0.06349843
0.30769231,0.56410256,0.06272568
0.30769231,0.58974359,0.06156986
0.30769231,0.61538462,0.06003519
0.30769231,0.64102564,0.05812737
0.30769231,0.66666667,0.05585359
0.30769231,0.69230769,0.05322260
0.30769231,0.71794872,0.05024481
0.30769231,0.74358974,0.04693247
0.30769231,0.76923077,0.04329986
0.30769231,0.79487179,0.03936358
0.30769231,0.82051282,0.03514294
0.30769231,0.84615385,0.03066036
0.30769231,0.87179487,0.02594180
0.30769231,0.89743590,0.02101716
0.30769231,0.92307692,0.01592057
0.30769231,0.94871795,0.01069031
0.30769231,0.97435897,0.00536847
0.30769231,1.00000000,0.00000000
0.33333333,0.00000000,0.00000000
0.33333333,0.02564103,0.00535524
0.33333333,0.05128205,0.01066716
0.33333333,0.07692308,0.01589348
0.33333333,0.10256410,0.02099408
0.33333333,0.12820513,0.02593167
0.33333333,0.15384615,0.03067223
0.33333333,0.17948718,0.03518519
0.33333333,0.20512821,0.03944329
0.33333333,0.23076923,0.04342247
0.33333333,0.25641026,0.04710157
0.33333333,0.28205128,0.05046205
0.33333333,0.30769231,0.05348776
0.33333333,0.33333333,0.05616474
0.33333333,0.35897436,0.05848101
0.33333333,0.38461538,0.06042647
0.33333333,0.41025641,0.06199281
0.33333333,0.43589744,0.06317343
0.33333333,0.46153846,0.06396339
0.33333333,0.48717949,0.06435943
0.33333333,0.51282051,0.06435990
0.33333333,0.53846154,0.06396480
0.33333333,0.56410256,0.06317575
0.33333333,0.58974359,0.06199600
0.33333333,0.61538462,0.06043047
0.33333333,0.64102564,0.05848573
